OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Madhya Paschim Prabidhik Shikshalaya,CTEVT,"081-521226, 081-525031",,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,"PCL Nursing ; 40; ; 396360;,Diploma in Pharmacy ; 40; ; 281656;",http://edusanjal.com/college/madhya-paschim-prabidhik-shikshalaya,Private,,,,,
Bageshwori Health College,CTEVT,"081-527701, 9848024666",,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Certificate in Diagnostic Radiography ; 30;",http://edusanjal.com/college/bageshwori-health-college,Private,,,,,
Makalu Technical College,CTEVT,025-561605,,,Inaruwa       ,Sunsari,Koshi,Inaruwa  Sunsari   Koshi,PCL Nursing ; 40;,http://edusanjal.com/college/makalu-technical-college,Private,,,,,
Trisuli Medical Institute (Nursing College),CTEVT,010-561570,,,"Bidur, Trisuli       ",Nuwakot,Bagmati,"Bidur, Trisuli  Nuwakot   Bagmati",PCL Nursing ; 40;,http://edusanjal.com/college/trisuli-medical-institute-nursing-college,Private,,,,,
Lahan Sagarmatha Educational Academy,CTEVT,"033-561184, 560710, 560474, 9819921000",,,Lahan       ,Siraha,Sagarmatha,Lahan  Siraha   Sagarmatha,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/lahan-sagarmatha-educational-academy,Private,,,,,
AMDA Institute of Health Science,CTEVT,977 (23) 581009,aihs.damak@amda.org.np,http://www.amda.org.np/,Damak       ,Jhapa,Mechi,Damak  Jhapa   Mechi,"PCL Nursing ; 40; ; 396360;,Auxiliary Nurse Midwife (ANM) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;",http://edusanjal.com/college/amda-institute-health-science,Private,,,,,
Medical Institute Lahan,CTEVT,977-033-562001,,,Lahan       ,Siraha,Sagarmatha,Lahan  Siraha   Sagarmatha,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/medical-institute-lahan,Private,,,,,
Devdaha Medical College,"CTEVT,Kathmandu University,Purbanchal University",071-403001,devdahamedicalcollege@gmail.com,http://www.devdahamedicalcollege.com/,"Bhaluhi-8, Devdaha, Butwal        ",Rupandehi,Lumbini,"Bhaluhi-8, Devdaha, Butwal   Rupandehi   Lumbini","Bachelor of Medicine, Bachelor of Surgery (MBBS),PCL Nursing ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;,Health Assistant (HA) ; 40;",http://edusanjal.com/college/devdaha-medical-college,Private,,,,,
Care Medical Center,CTEVT,056-521519,,,"Pidarichowk-9, Janakpurdham        ",Dhanusa,Janakpur,"Pidarichowk-9, Janakpurdham   Dhanusa   Janakpur","PCL Nursing ; 40; ; 395000;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/care-medical-center,Private,,,,,
Nepal Kasthamandap College,"Purbanchal University,Tribhuvan University","01-4288965, 4289257",kasthamandapcollege@gmail.com,http://www.kasthamandapcollege.edu.np/,"Kalanki, (Near Makalu Petrol Pump)       ",Kathmandu,Bagmati,"Kalanki, (Near Makalu Petrol Pump)  Kathmandu   Bagmati","Bachelor of Business Administration (BBA),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/nepal-kasthamandap-college,Private,,,,,
Chhinnamasta Educational Academy,CTEVT,031-520830,,http://chhinnamasta.edu.np/,Rajbiraj       ,Saptari,Sagarmatha,Rajbiraj  Saptari   Sagarmatha,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;,Diploma in Pharmacy ; 40; ; 281656;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,TSLC in Survey Engineering (AMIN) ; 40;,TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;,TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;",http://edusanjal.com/college/chinamasta-educational-academy,Private,,,,,
Om Samaj Shaikshik Pratisthan,CTEVT,01-4036504,,,Kalanki       ,Kathmandu,Bagmati,Kalanki  Kathmandu   Bagmati,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/om-samaj-shaikshik-pratisthan,Private,,,,,
Deepshikha College,Tribhuvan University,082-562301,,,Ghorahi       ,Dang-Deukhuri,Rapti,Ghorahi  Dang-Deukhuri   Rapti,Bachelor of Business Studies (BBS),http://edusanjal.com/college/deepshikha-college,Private,,,,,
Aayaam International College,Purbanchal University,"977-1- 5550778, 5537674",aayaamcollege@mail.com,http://aayaamcollege.edu.np/,Kumaripati       ,Lalitpur,Bagmati,Kumaripati  Lalitpur   Bagmati,"Bachelor of Business Administration (BBA),Bachelor of Hotel Management (BHM)",http://edusanjal.com/college/aayaam-international-college,Private,,,,,
National College of Food Science and Technology,Tribhuvan University,"01-4360367 , 01-4360096",foodtech.ncfst@gmail.com,,Khusibu       ,Kathmandu,Bagmati,Khusibu  Kathmandu   Bagmati,B.Tech. Food Technology,http://edusanjal.com/college/national-college-food-science-and-technology,Private,,,,,
Morgan Engineering and Management College,Purbanchal University,"01-4384181, 4384204",,,Basundhara       ,Kathmandu,Bagmati,Basundhara  Kathmandu   Bagmati,"Bachelor of Business Administration (BBA),Bachelor of Hotel Management (BHM),Bachelor of Electrical Engineering ; 48;,Bachelor of Civil Engineering ; 48;",http://edusanjal.com/college/morgan-engineering-and-management-college,Private,,,,,
Shi-Gan International College of Science & Technology,Tribhuvan University,977-1-4374692,tropmedresearch@gmail.com,http://www.tropmed.com.np/,"Narayan Gopal Chowk, Chakrapath       ",Kathmandu,Bagmati,"Narayan Gopal Chowk, Chakrapath  Kathmandu   Bagmati","M.Sc in Microbiology ; 40;,Bachelor of Science (B.Sc) in Microbiology",http://edusanjal.com/college/shi-gan-international-college-science-technology,Private,,,,,
Birendra Institute of Medical and Dental Technology,CTEVT,977-041-526366,,,"Janakinagar-7,         ",Dhanusa,Janakpur,"Janakinagar-7, Janakpur  Dhanusa   Janakpur",Health Assistant (HA) ; 40; ; 346923;,http://edusanjal.com/college/birendra-institute-medical-and-dental-technology,Private,,,,,
Nepal College of Nursing and Health Science,CTEVT,,,,        ,Dhanusa,Janakpur,Janakpur  Dhanusa   Janakpur,PCL Nursing ; 40;,http://edusanjal.com/college/nepal-college-nursing-and-health-science,Private,,,,,
Dibyabhumi Multiple College,Tribhuvan University,"977-1-5541460, 4260468",,http://www.dibyabhumi.edu.np/,"Hanumansthan, Kupondole       ",Lalitpur,Bagmati,"Hanumansthan, Kupondole  Lalitpur   Bagmati","Bachelor of Arts-BA,Bachelor of Social Works (BSW)",http://edusanjal.com/college/dibyabhumi-multiple-college,Private,,,,,
Lincoln college,Tribhuvan University,"977-1-4382774, 4363024, 4363025",info@lincolncollege.edu.np,http://www.lincolncollege.edu.np/,"Town Planning, Gongabu       ",Kathmandu,Bagmati,"Town Planning, Gongabu  Kathmandu   Bagmati","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/lincoln-college,Private,,,,,
Annapurna College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,Master of Education (M.Ed),http://edusanjal.com/college/annapurna-college,Private,,,,,
Gograha College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,Bachelor of Education (B.Ed),http://edusanjal.com/college/gograha-college,Private,,,,,
Yeti Multiple College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,"Bachelor of Education (B.Ed),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/yeti-multiple-college,Private,,,,,
Nepal Technical Institute,CTEVT,041-527336,,,Ramananda-chowk       ,Dhanusa,Janakpur,Ramananda-chowk  Dhanusa   Janakpur,"TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;,Diploma in Civil Engineering ; 48;,Diploma in Electrical Engineering ; 48;,PCL Nursing ; 40;,TSLC in Survey Engineering (AMIN) ; 40;,Certificate in Medical Laboratory Technology (CMLT) ; 30;",http://edusanjal.com/college/nepal-technical-institute,Private,,,,,
GEMS Institute of Higher Education-GIHE,Cambridge University,01- 5003060,info@gihe.edu.np,http://www.gihe.edu.np/,Dhapakhel       ,Lalitpur,Bagmati,Dhapakhel  Lalitpur   Bagmati,"GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/gems-institute-higher-education-gihe,Private,,,,,
Deurali Janata Prabidhik Shikshyalaya,CTEVT,071445377,djpsbtl@gmail.com,,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,PCL Nursing ; 40;,http://edusanjal.com/college/deurali-janata-prabidhik-shikshyalaya,Private,,,,,
Western Mega College,Lincoln University College ,"77 71544740, 544740",info@westernmegacollege.edu.np,http://westernmegacollege.edu.np/,"Sukhanagar,Butwal       ",Rupandehi,Lumbini,"Sukhanagar,Butwal  Rupandehi   Lumbini","Master of Business Administration (MBA),Bachelor of Science (Hons.) in Hospitality Management",http://edusanjal.com/college/western-mega-college,Private,,,,,
Nepal Business College,Lincoln University College ,977 21 470829,info@nbc.edu.np,http://nbc.edu.np/,"Buddha Bihar Marga, Janpath Tole Biratnagar       ",Morang,Koshi,"Buddha Bihar Marga, Janpath Tole Biratnagar  Morang   Koshi","Bachelor of Business Administration (BBA),Master of Business Administration (MBA)",http://edusanjal.com/college/nepal-business-college,Private,,,,,
Martyr Memorial Institute of Science and Technology-MMIST,CTEVT,01-4464150,mmistcol@gmail.com,http://www.mmist.edu.np/,"Kalopul, Siphal       ",Kathmandu,Bagmati,"Kalopul, Siphal  Kathmandu   Bagmati","Certificate in Diagnostic Radiography,PCL Nursing ; 40;,Certificate in Medical Laboratory Technology (CMLT),Health Assistant (HA)",http://edusanjal.com/college/martyr-memorial-institute-science-and-technology-mmist,Private,,,,,
Shree Phulchoki Nursing Campus,CTEVT,011-664525,phulchoki_banepa@yahoo.com,,"Bhimsen Marg-1, Banepa       ",Kavrepalanchok,Bagmati,"Bhimsen Marg-1, Banepa  Kavrepalanchok   Bagmati",PCL Nursing ; 40;,http://edusanjal.com/college/shree-phulchoki-nursing-campus,Private,,,,,
Asha Hospital Chitwan,CTEVT,056-526421,,,Bharatpur-10       ,Chitwan,Narayani,Bharatpur-10  Chitwan   Narayani,PCL Nursing ; 40;,http://edusanjal.com/college/asha-hospital-private-limited,Private,,,,,
Advance Studies of Health Sciences,CTEVT,,,,"Shankarnagar, Butwal       ",Rupandehi,Lumbini,"Shankarnagar, Butwal  Rupandehi   Lumbini",PCL Nursing ; 40;,http://edusanjal.com/college/advanced-study-health-sciences,Private,,,,,
Lumbini Hospital and Technical College,CTEVT,,,,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,PCL Nursing ; 40;,http://edusanjal.com/college/lumbini-hospital-and-technical-college,Private,,,,,
Narayani Medical & Technology Nursing College,CTEVT,057-524883,info@nmt.edu.np,http://www.nmt.edu.np/,"Parijanpath-4, Hetauda       ",Makwanpur,Narayani,"Parijanpath-4, Hetauda  Makwanpur   Narayani",PCL Nursing ; 40;,http://edusanjal.com/college/narayani-medical-and-technology,Private,,,,,
Maula kalika Health Science College,CTEVT,,,,Bharatpur       ,Chitwan,Narayani,Bharatpur  Chitwan   Narayani,PCL Nursing ; 40;,http://edusanjal.com/college/maula-kalika-health-science-college,Private,,,,,
Krishna Medical and Technical Research Centre,Purbanchal University,"041-525439, 525585",,,        ,Dhanusa,Janakpur,Janakpur  Dhanusa   Janakpur,Bachelor of Science (B.Sc) in Nursing ; 20;,http://edusanjal.com/college/krishna-medical-and-technical-research-centre,Private,,,,,
Valley State College,Pokhara University,977-56-526661,valleystatecollege@gmail.com,http://www.valleystatecollege.edu.np/,"Bharatpur-9, Basanta Chowk,         ",Chitwan,Narayani,"Bharatpur-9, Basanta Chowk, Chitwan  Chitwan   Narayani",Bachelor of Business Administration (BBA),http://edusanjal.com/college/valley-state-college,Private,,,,,
Meditech Nursing College,CTEVT,071-549072,info@meditechnepal.com,http://www.meditechnepal.com/,Butwal -8 Hospital line       ,Rupandehi,Lumbini,Butwal -8 Hospital line  Rupandehi   Lumbini,PCL Nursing ; 40;,http://edusanjal.com/college/meditech-nursing-college,Private,,,,,
Oxbridge Technical College,CTEVT,071-561816,,,"Anandavan-3, near Butwal       ",Rupandehi,Lumbini,"Anandavan-3, near Butwal  Rupandehi   Lumbini",PCL Nursing ; 40;,http://edusanjal.com/college/oxbridge-technical-college,Private,,,,,
Sinha Health Foundation,Purbanchal University,,,,        ,Dhanusa,Janakpur,Janakpur  Dhanusa   Janakpur,Bachelor of Science (B.Sc) in Nursing ; 20;,http://edusanjal.com/college/sinha-health-foundation,Private,,,,,
Nepal Western Management and Engineering College,Pokhara University,977-91526108,info@nwa.edu.np,http://nwa.edu.np/,Santoshi Tole       ,Kailali,Seti,Santoshi Tole  Kailali   Seti,"Bachelor of Business Administration in Banking and Insurance (BBA-BI),Bachelor of Hotel Management (BHM) ; 48;",http://edusanjal.com/college/nepal-western-management-and-engineering-college,Private,,,,,
Hamro School of Nursing,Purbanchal University,"021-462225, 695200",,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,Bachelor of Science (B.Sc) in Nursing ; 20;,http://edusanjal.com/college/hamro-school-nursing,Private,,,,,
Milestone College of Science and Technology,CTEVT,"977-1-5539060, 5547582",,,Balkumari       ,Lalitpur,Bagmati,Balkumari  Lalitpur   Bagmati,"TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;,TSLC in Survey Engineering (AMIN) ; 40;",http://edusanjal.com/college/milestone-college-science-and-technology,Private,,,,,
Chitwan Academy For Technical Education,CTEVT,977-56-526224,,,Doorsanchar Road Bharatpur-10       ,Chitwan,Narayani,Doorsanchar Road Bharatpur-10  Chitwan   Narayani,"PCL Nursing ; 40;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;,TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;,Veterinary JTA ; 40;",http://edusanjal.com/college/chitwan-academy-technical-education,Private,,,,,
DON BOSCO Institute,CTEVT,"977-1-5571697, 5571275",,http://donboscoinstitute.com/,Thecho       ,Lalitpur,Bagmati,Thecho  Lalitpur   Bagmati,Diploma in Electrical Engineering ; 48;,http://edusanjal.com/college/don-bosco-institute,Private,,,,,
Chaitanya Institute of Management (CIM),The Institute of Chartered Accountants of Nepal (ICAN),info@chaitanya.org.np,info@chaitanya.org.np,http://www.chaitanya.org.np/,"Shankhamul, New Baneshwor       ",Kathmandu,Bagmati,"Shankhamul, New Baneshwor  Kathmandu   Bagmati",CAP - I,http://edusanjal.com/college/chaitanya-institute-management-cim,Private,,,,,
College Of Allied Health Science,CTEVT,"081-527546, 081-528260",collegeofallied@hotmail.com,http://collegeofallied.com/,"Nepalgunj-17, Bagiya       ",Banke,Bheri,"Nepalgunj-17, Bagiya  Banke   Bheri","Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40;",http://edusanjal.com/college/college-allied-health-science,Private,,,,,
Mega National College,Tribhuvan University,"977 1 5538621, 5538328",megaeducation@wlink.com.np,,Kumaripati       ,Lalitpur,Bagmati,Kumaripati  Lalitpur   Bagmati,"Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/mega-national-college,Private,,,,,
"School of Banking, Business and Research (SBBR)",The Institute of Chartered Accountants of Nepal (ICAN),01-4498099,,http://www.sbbr.org/,New Baneshwor        ,Kathmandu,Bagmati,New Baneshwor   Kathmandu   Bagmati,CAP - I,http://edusanjal.com/college/school-banking-business-and-research-sbbr,Private,,,,,
Damak Technical School,CTEVT,977-23-584950,ddamaktech@yahoo.com,http://damaktechnical.com.np/,Damak       ,Jhapa,Mechi,Damak  Jhapa   Mechi,"Junior Computer Technician ; 40;,TSLC in Electrical Engineering (Electrical Sub-overseer),TSLC in Civil Engineering (Civil Sub-Overseer),TSLC in Medical Lab Technology (Lab Assistant),Diploma in Computer Engineering",http://edusanjal.com/college/damak-technical-school,Private,,,,,
Kathmandu Nursing Campus,CTEVT,977-01-4016759,,,"Shrijansil Marg, Basundhara       ",Kathmandu,Bagmati,"Shrijansil Marg, Basundhara  Kathmandu   Bagmati",PCL Nursing ; 40;,http://edusanjal.com/college/kathmandu-nursing-campus,Private,,,,,
Class Ace Learning Center,ACCA ,01-4620374,info@classace.com.np,http://classace.com.np/,"Mahalaxmi Complex, Minbhavan       ",Kathmandu,Bagmati,"Mahalaxmi Complex, Minbhavan  Kathmandu   Bagmati",ACCA/FIA Program,http://edusanjal.com/college/class-ace-learning-center,Private,,,,,
Green Peace Lincoln College,Lincoln University College ,025-586701,info@namunacollege.edu.np,http://namunacollege.edu.np/,Itahari       ,Sunsari,Koshi,Itahari  Sunsari   Koshi,"Bachelor of Business Administration (BBA),Master of Business Administration (MBA)",http://edusanjal.com/college/green-peace-lincoln-college,Private,,,,,
ICHM-Lalitpur College,"Nilai University College, Malaysia","01-5520993, 5552676",info@ichmlalitpur.edu.np,http://www.ichmlalitpur.edu.np/,Kupondole       ,Lalitpur,Bagmati,Kupondole  Lalitpur   Bagmati,BA (Hons) in Business and Hospitality Management,http://edusanjal.com/college/ichm-lalitpur-college,Private,,,,,
IIMS Lincoln International College,Lincoln University College ,"4436383, 4437318",info@iimsnepal.com,http://licnepal.edu.np/,Putalisadak (near Kumari QFX)       ,Kathmandu,Bagmati,Putalisadak (near Kumari QFX)  Kathmandu   Bagmati,"Bachelor of Business Administration (BBA),Master of Business Administration (MBA)",http://edusanjal.com/college/iims-lincoln-international-college,Private,,,,,
National College of Management and Technical Science (NCMT),Lincoln University College ,01-4352831,info@ncmtcollege.edu.np,http://ncmtcollege.edu.np/,"Samakhusi, Ranibari       ",Kathmandu,Bagmati,"Samakhusi, Ranibari  Kathmandu   Bagmati","Bachelor of Business Administration (BBA),Bachelor of Science (Hons.) in Hospitality Management",http://edusanjal.com/college/national-college-management-and-technical-science-ncmt,Private,,,,,
