OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Banepa Siddhartha College,Tribhuvan University,,,,"Banepa-5,Kavre       ",Kavrepalanchok,Bagmati,"Banepa-5,Kavre  Kavrepalanchok   Bagmati",Bachelor of Business Studies (BBS),http://edusanjal.com/college/banepa-siddhartha-college,Private,,,,,
Jhapa Campus,Tribhuvan University,,,,"Damak,         ",Jhapa,Mechi,"Damak, Jhapa  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/jhapa-campus,Private,,,,,
Kankai Aadarsh Campus,Tribhuvan University,"023-540055, 540095",,,"Birtamode-6, Kankai Tole       ",Jhapa,Mechi,"Birtamode-6, Kankai Tole  Jhapa   Mechi","Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Master of Business Studies (MBS)",http://edusanjal.com/college/kankai-aadarsh-campus,Private,,,,,
Manakamana Multiple College,Tribhuvan University,023-541270,info@manakamanacollege.edu.np,http://manakamanacollege.edu.np/,"Birtamode-1, Yatayat Office Road       ",Jhapa,Mechi,"Birtamode-1, Yatayat Office Road  Jhapa   Mechi","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/manakamana-college,Private,,,,,
Model Campus Damak,Tribhuvan University,"023-581655, 580655, 581330",,,"Damak-10, Model Chowk       ",Jhapa,Mechi,"Damak-10, Model Chowk  Jhapa   Mechi","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Bachelor of Arts-BA",http://edusanjal.com/college/model-campus,Private,,,,,
Metropolis College,Tribhuvan University,,,,"Tinpaini,Biratnagar       ",Morang,Koshi,"Tinpaini,Biratnagar  Morang   Koshi","Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/metropolis-college,Private,,,,,
College for Higher Education,Tribhuvan University,"023-542824,690075",cohedbirtamode@yahoo.com,http://www.cohed.edu.np/,"Anarmani 3, Birtamode       ",Jhapa,Mechi,"Anarmani 3, Birtamode  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/college-higher-education,Private,,,,,
Balmiki Providence Higher Secondary School,Tribhuvan University,"023-540443, 540195",balmiki.edu@gmail.com,http://www.balmiki.edu.np/,"Birtamode-1, Balmiki Gaun       ",Jhapa,Mechi,"Birtamode-1, Balmiki Gaun  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/balmiki-providence-higher-secondary-school,Private,,,,,
Devaki College of Management and Science,Purbanchal University,,,,Mirchaiya       ,Siraha,Sagarmatha,Mirchaiya  Siraha   Sagarmatha,Bachelor of Business Administration (BBA),http://edusanjal.com/college/devaki-college-management-and-science,Private,,,,,
Caliber International College,Purbanchal University,,,,Rajbiraj       ,Saptari,Sagarmatha,Rajbiraj  Saptari   Sagarmatha,Bachelor of Business Administration (BBA),http://edusanjal.com/college/caliber-international-college,Private,,,,,
Edinburgh International College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,"Bachelor of Business Administration (BBA),Bachelor of Public Health (BPH) ; 40;",http://edusanjal.com/college/edinburgh-international-college,Private,,,,,
Himalaya Higher Secondary School Jhapa,,580286,,,Damak       ,Jhapa,Mechi,Damak  Jhapa   Mechi,Ten Plus two in Computer Engineering,http://edusanjal.com/college/himalaya-higher-secondary-school-jhapa,Private,,,,,
CCMA College Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),"4-440708, 4-442044",ccma@ntc.net.np,http://ccma.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/ccma-college-private-limited,Private,,,,,
Chartered Academics International (CAI) Pvt. Ltd,The Institute of Chartered Accountants of Nepal (ICAN),"4168051, 4168312, 4168073",info@cainepal.edu.np,http://cainnepal.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/chartered-academics-international-cai-pvt-ltd,Private,,,,,
Professor Academy Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),056-692789,,,"Bharatpur,         ",Chitwan,Narayani,"Bharatpur, Chitwan  Chitwan   Narayani","CAP - I,CAP - II",http://edusanjal.com/college/professor-academy-private-limited,Private,,,,,
CIMA Academics Pvt. Ltd.,The Institute of Chartered Accountants of Nepal (ICAN),"977-1-4426955, 4436537",cima@wlink.com.np,http://cimaca.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/cima-academics-pvt-ltd,Private,,,,,
Prism Centre of Learning Pvt. Ltd,The Institute of Chartered Accountants of Nepal (ICAN),061-537649,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki","CAP - I,CAP - II",http://edusanjal.com/college/prism-centre-learning-pvt-ltd,Private,,,,,
Enlightened International Academy Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),061-537843,,,"Srijana Chwok, Pokhara       ",Kaski,Gandaki,"Srijana Chwok, Pokhara  Kaski   Gandaki","CAP - I,CAP - II",http://edusanjal.com/college/enlightened-international-academy-private-limited,Private,,,,,
Elite Institute of Management (EIM),The Institute of Chartered Accountants of Nepal (ICAN),4-442225,,,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,CAP - I,http://edusanjal.com/college/elite-institute-finance-accountancy-p-ltd,Private,,,,,
Tri-Padma Vidyashram Higher Secondary School,CTEVT,01-521457,,,Pulchowk       ,Lalitpur,Bagmati,Pulchowk  Lalitpur   Bagmati,Junior Computer Technician ; 40;,http://edusanjal.com/college/tri-padma-vidyashram-higher-secondary-school,Private,,,,,
Professional Careers & Education Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),021-536101,,,"Biratnagar,         ",Morang,Koshi,"Biratnagar, Morang  Morang   Koshi",CAP - I,http://edusanjal.com/college/professional-careers-education-private-limited,Private,,,,,
Microbit International College,Cambridge University,,,,"Srijana Chowk, Pokhara       ",Kaski,Gandaki,"Srijana Chowk, Pokhara  Kaski   Gandaki","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/microbit-international-college,Private,,,,,
Siddhartha Shiksha Sadan,Cambridge University,"056-520053, 523147, 527872",info@sss.edu.np,http://sss.edu.np/,"Bharatpur-9,         ",Chitwan,Narayani,"Bharatpur-9, Chitwan  Chitwan   Narayani","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/siddhartha-shiksha-sadan,Private,,,,,
Merryland College Biratnagar,University of Wolverhampton,021-525770,info@merrylandbrt.edu.np,http://merrylandbrt.edu.np/,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,BA (Hons) International Business Management,http://edusanjal.com/college/merryland-college-biratnagar,Private,,,,,
Prithu Technical College,Tribhuvan University,,,,"Bangaun, Dekhuri       ",Dang-Deukhuri,Rapti,"Bangaun, Dekhuri  Dang-Deukhuri   Rapti",Bachelor of Science (B.Sc) in Agriculture,http://edusanjal.com/college/prithu-technical-college,Private,,,,,
Pokhara Lincoln International College,Lincoln University College ,977 61-531964,,http://www.plic.edu.np/,"simalchaur-8,pokhara       ",Kaski,Gandaki,"simalchaur-8,pokhara  Kaski   Gandaki","Bachelor of Business Administration (BBA),Bachelor of Science (Hons.) in Hospitality Management",http://edusanjal.com/college/pokhara-lincoln-international-college,Private,,,,,
Nagarjuna College of Information Technology,Tribhuvan University,977 1 5010670; 5010559,info@nagarjuna.edu.np,http://college.nagarjuna.edu.np/,"Pulchowk-3, Hariharbhawan       ",Lalitpur,Bagmati,"Pulchowk-3, Hariharbhawan  Lalitpur   Bagmati","Bachelor of Information Management (BIM) ; 64;,B.Sc. Computer Science And Information Technology (B.SC. CSIT)",http://edusanjal.com/college/nagarjuna-college-information-technology,Private,,,,,
Niva Management and IT college,Sikkim Manipal University,023-544303,,http://www.niva.edu.np/,"Anarmani‐4, Birtamode       ",Jhapa,Mechi,"Anarmani‐4, Birtamode  Jhapa   Mechi","Bachelor of Business Administration (BBA),Bachelor of Science in Information Technology (B.Sc.IT)",http://edusanjal.com/college/niva-management-and-it-college,Private,,,,,
Baijnath Engineering College,CTEVT,977-099-522526/520226,becmnr@gmail.com,,Bhimdatta – 4       ,Kanchanpur,Mahakali,Bhimdatta – 4  Kanchanpur   Mahakali,Diploma in Civil Engineering ; 48;,http://edusanjal.com/college/baijnath-engineering-college,Private,,,,,
Nona Koirala Media College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,Bachelor in Mass Communication and Journalism,http://edusanjal.com/college/nona-koirala-media-college,Private,,,,,
Nepalgunj College,Tribhuvan University,081-522883/9858025883,info@nepalgunjcollege.edu.np,http://nepalgunjcollege.edu.np/,"Korenpur, Kasturi Marg,Nepalgunj       ",Banke,Bheri,"Korenpur, Kasturi Marg,Nepalgunj  Banke   Bheri",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/nepalgunj-college,Private,,,,,
Sailaja Acharya Memorial Polytechnic,CTEVT,977-21-692116,info@skpksg.org.np,http://www.skpksg.org.np/,Siswani Jahada -3       ,Morang,Koshi,Siswani Jahada -3  Morang   Koshi,"PCL Nursing ; 40;,Diploma in Agriculture ; 40;,TSLC in Ayurveda (AAHW) ; 40;,Veterinary JTA ; 40;,JTA-Plant Science ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/sailaja-acharya-memorial-polytechnic,Private,,,,,
Tansen Nursing School,CTEVT,075-520166,tns@info.com.np,http://www.tansenhospital.org.np/tnsmenu.html,"Bhusaldanda 10, Tansen       ",Palpa,Lumbini,"Bhusaldanda 10, Tansen  Palpa   Lumbini",PCL Nursing ; 40;,http://edusanjal.com/college/tansen-nursing-school,Private,,,,,
Padma Nursing Home School of Nursing,CTEVT,977-061-524293,,,"Jalpa-road -8, Pokhara        ",Kaski,Gandaki,"Jalpa-road -8, Pokhara   Kaski   Gandaki",PCL Nursing ; 40;,http://edusanjal.com/college/padma-nursing-home-school-nursing,Private,,,,,
Shaileshwori Farwest School of Health Science and Technology,CTEVT,091-523062,saileshworifarwest@yahoo.com,,Dhangadhi       ,Kailali,Seti,Dhangadhi  Kailali   Seti,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40; ; 346923;,PCL Nursing ; 40; ; 396360;",http://edusanjal.com/college/saileshwori-farwest-school-health-science-and-technology,Private,,,,,
Farwest Technical College,CTEVT,091-525204,ftc2067@gmail.com,,"Nainadevi Road, Dhangadi       ",Kailali,Seti,"Nainadevi Road, Dhangadi  Kailali   Seti",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/farwest-technical-college,Private,,,,,
Kalika Medical and Technical Institute,CTEVT,056-501799,,,Gaindakot -2       ,Nawalparasi,Lumbini,Gaindakot -2  Nawalparasi   Lumbini,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40; ; 346923;,PCL Nursing ; 40; ; 396360;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;",http://edusanjal.com/college/kalika-medical-and-technical-institute,Private,,,,,
Western Hospital and Research Center,CTEVT,081-521976,,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/western-hospital-and-research-center,Private,,,,,
Madhya Paschim Prabidhik Shikshalaya,CTEVT,"081-521226, 081-525031",,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,"PCL Nursing ; 40; ; 396360;,Diploma in Pharmacy ; 40; ; 281656;",http://edusanjal.com/college/madhya-paschim-prabidhik-shikshalaya,Private,,,,,
Nepalgunj Technical College,CTEVT,"081-527940, 081-526930",,,"DDC Marga, Nepalgunj-17       ",Banke,Bheri,"DDC Marga, Nepalgunj-17  Banke   Bheri","Diploma in Civil Engineering ; 48;,Diploma in Computer Engineering ; 48;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/nepalgunj-technical-college,Private,,,,,
Bageshwori Health College,CTEVT,"081-527701, 9848024666",,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Certificate in Diagnostic Radiography ; 30;",http://edusanjal.com/college/bageshwori-health-college,Private,,,,,
Star Academy Lalitpur (Nursing Campus),CTEVT,"01-5529772, 01-5534509",info@staracademy.edu.np,http://www.staracademy.edu.np/,Sanepa-Ringroad       ,Lalitpur,Bagmati,Sanepa-Ringroad  Lalitpur   Bagmati,PCL Nursing ; 40;,http://edusanjal.com/college/star-academy-lalitpur-nursing-campus,Private,,,,,
College of Allied Technical Science,CTEVT,"081-527546, 081-528260",collegeofallied@hotmail.com,http://collegeofallied.com/,"Nepalgunj-17, Bagiya       ",Banke,Bheri,"Nepalgunj-17, Bagiya  Banke   Bheri","Diploma in Civil Engineering ; 48;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,TSLC in Survey Engineering (AMIN) ; 40;",http://edusanjal.com/college/college-allied-technical-science,Private,,,,,
Rapti Life Care Hospital and Nursing College,CTEVT,"082-522686, 523063",,,Tulsipur       ,Dang-Deukhuri,Rapti,Tulsipur  Dang-Deukhuri   Rapti,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/rapti-life-care-hospital-and-nursing-college,Private,,,,,
Surkhet Educational Development Academy,CTEVT,083-520103,,,Jarbuta       ,Surkhet,Bheri,Jarbuta  Surkhet   Bheri,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/surkhet-educational-development-academy,Private,,,,,
Himalayan Medical Education Society,CTEVT,01-5203551,hncg@wlink.com.np,,Gwarko       ,Lalitpur,Bagmati,Gwarko  Lalitpur   Bagmati,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/himalayan-medical-education-society,Private,,,,,
Neuro Health College,CTEVT,"021-526094, 021-693299",neurocollege@gmail.com,,"Phadindra Marga, Biratnagar-13       ",Morang,Koshi,"Phadindra Marga, Biratnagar-13  Morang   Koshi","PCL Nursing ; 40;,Health Assistant (HA) ; 40;",http://edusanjal.com/college/neuro-health-college,Private,,,,,
Care Medical Center,CTEVT,056-521519,,,"Pidarichowk-9, Janakpurdham        ",Dhanusa,Janakpur,"Pidarichowk-9, Janakpurdham   Dhanusa   Janakpur","PCL Nursing ; 40; ; 395000;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/care-medical-center,Private,,,,,
Makalu Technical College,CTEVT,025-561605,,,Inaruwa       ,Sunsari,Koshi,Inaruwa  Sunsari   Koshi,PCL Nursing ; 40;,http://edusanjal.com/college/makalu-technical-college,Private,,,,,
Lahan Sagarmatha Educational Academy,CTEVT,"033-561184, 560710, 560474, 9819921000",,,Lahan       ,Siraha,Sagarmatha,Lahan  Siraha   Sagarmatha,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/lahan-sagarmatha-educational-academy,Private,,,,,
Devdaha Medical College,"CTEVT,Kathmandu University,Purbanchal University",071-403001,devdahamedicalcollege@gmail.com,http://www.devdahamedicalcollege.com/,"Bhaluhi-8, Devdaha, Butwal        ",Rupandehi,Lumbini,"Bhaluhi-8, Devdaha, Butwal   Rupandehi   Lumbini","Bachelor of Medicine, Bachelor of Surgery (MBBS),PCL Nursing ; 40;,Bachelor of Science (B.Sc) in Nursing ; 20;,Health Assistant (HA) ; 40;",http://edusanjal.com/college/devdaha-medical-college,Private,,,,,
AMDA Institute of Health Science,CTEVT,977 (23) 581009,aihs.damak@amda.org.np,http://www.amda.org.np/,Damak       ,Jhapa,Mechi,Damak  Jhapa   Mechi,"PCL Nursing ; 40; ; 396360;,Auxiliary Nurse Midwife (ANM) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;",http://edusanjal.com/college/amda-institute-health-science,Private,,,,,
Medical Institute Lahan,CTEVT,977-033-562001,,,Lahan       ,Siraha,Sagarmatha,Lahan  Siraha   Sagarmatha,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/medical-institute-lahan,Private,,,,,
Chhinnamasta Educational Academy,CTEVT,031-520830,,http://chhinnamasta.edu.np/,Rajbiraj       ,Saptari,Sagarmatha,Rajbiraj  Saptari   Sagarmatha,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;,Diploma in Pharmacy ; 40; ; 281656;,Certificate in Medical Laboratory Technology (CMLT) ; 30;,TSLC in Survey Engineering (AMIN) ; 40;,TSLC in Civil Engineering (Civil Sub-Overseer) ; 40;,TSLC in Electrical Engineering (Electrical Sub-overseer) ; 40;",http://edusanjal.com/college/chinamasta-educational-academy,Private,,,,,
Nepal Kasthamandap College,"Purbanchal University,Tribhuvan University","01-4288965, 4289257",kasthamandapcollege@gmail.com,http://www.kasthamandapcollege.edu.np/,"Kalanki, (Near Makalu Petrol Pump)       ",Kathmandu,Bagmati,"Kalanki, (Near Makalu Petrol Pump)  Kathmandu   Bagmati","Bachelor of Business Administration (BBA),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/nepal-kasthamandap-college,Private,,,,,
Om Samaj Shaikshik Pratisthan,CTEVT,01-4036504,,,Kalanki       ,Kathmandu,Bagmati,Kalanki  Kathmandu   Bagmati,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/om-samaj-shaikshik-pratisthan,Private,,,,,
Trisuli Medical Institute (Nursing College),CTEVT,010-561570,,,"Bidur, Trisuli       ",Nuwakot,Bagmati,"Bidur, Trisuli  Nuwakot   Bagmati",PCL Nursing ; 40;,http://edusanjal.com/college/trisuli-medical-institute-nursing-college,Private,,,,,
Dibyabhumi Multiple College,Tribhuvan University,"977-1-5541460, 4260468",,http://www.dibyabhumi.edu.np/,"Hanumansthan, Kupondole       ",Lalitpur,Bagmati,"Hanumansthan, Kupondole  Lalitpur   Bagmati","Bachelor of Arts-BA,Bachelor of Social Works (BSW)",http://edusanjal.com/college/dibyabhumi-multiple-college,Private,,,,,
