OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,HighSchoolCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Thalara Higher Secondary School,HSEB,,,,"Kotbhairab,         ",Bajhang,Seti,"Kotbhairab, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/thalara-higher-secondary-school,Public,,,,,
Saraswati Higher Secondary School Bajhang,HSEB,,,,"Bijgada,         ",Bajhang,Seti,"Bijgada, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/saraswati-higher-secondary-school-bajhang,Public,,,,,
Mahadev Higher Secondary School,HSEB,092-690137,,,"Athpali Bungal,         ",Bajhang,Seti,"Athpali Bungal, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/mahadev-higher-secondary-school,Public,,,,,
Surma Higher Secondary School,HSEB,019-461530,,,"Thakunnada,         ",Bajhang,Seti,"Thakunnada, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/surma-higher-secondary-school,Public,,,,,
Mahadev Higher Secondary School Bajhang,HSEB,,,,"Syandi,         ",Bajhang,Seti,"Syandi, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/mahadev-higher-secondary-school-bajhang,Public,,,,,
Mahendra Higher Secondary School Bajhang,HSEB,091-692630,,,"Dahabagar,         ",Bajhang,Seti,"Dahabagar, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/mahendra-higher-secondary-school-bajhang,Public,,,,,
Satyabadi Higher Secondary School,HSEB,421134,,,"Bhopur,         ",Bajhang,Seti,"Bhopur, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Science",http://edusanjal.com/college/satyabadi-higher-secondary-school,Public,,,,,
Maheshwori Higher Secondary School,HSEB,092-690018,,,"Gadaraya Chhanna,         ",Bajhang,Seti,"Gadaraya Chhanna, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/maheshwori-higher-secondary-school,Public,,,,,
Kedar Higher Secondary School Bajhang,HSEB,9851085333,,,"Deulikot,         ",Bajhang,Seti,"Deulikot, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/kedar-higher-secondary-school-bajhang,Public,,,,,
Durga Bhawani Higher Secondary School Seti,HSEB,,,,"Talkot,         ",Bajhang,Seti,"Talkot, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/durga-bhawani-higher-secondary-school,Public,,,,,
Sarada Higher Secondary School Bajhang,HSEB,092-690410,,,"Dagaji,         ",Bajhang,Seti,"Dagaji, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/sarada-higher-secondary-school-bajhang,Public,,,,,
Betal Higher Secondary School,HSEB,092-690332,,,"Deura Ratapani,         ",Bajhang,Seti,"Deura Ratapani, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/betal-higher-secondary-school,Public,,,,,
Satya Higher Secondary School,HSEB,9741072013,,,"Tolichour Bungal,         ",Bajhang,Seti,"Tolichour Bungal, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/satya-higher-secondary-school,Public,,,,,
Bannichour Higher Secondary School,HSEB,092-690545,,,"Bannichour,         ",Bajhang,Seti,"Bannichour, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/bannichour-higher-secondary-school,Public,,,,,
Bhawani Higher Secondary School Bajhang,HSEB,092-690268,,,"Madaukatne, Thalara,         ",Bajhang,Seti,"Madaukatne, Thalara, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/bhawani-higher-secondary-school-bajhang,Public,,,,,
Shikshodaya Higher Secondary School,HSEB,9759002334,,,"Bagthala,         ",Bajhang,Seti,"Bagthala, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/shikshodaya-higher-secondary-school,Public,,,,,
Deveshwary Higher Secondary School,HSEB,9749005724,,,"Deulekh,         ",Bajhang,Seti,"Deulekh, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/deveshwary-higher-secondary-school,Public,,,,,
Jagannath Higher Secondary School Bajhang,HSEB,092-690058,,,"Sainsyum,         ",Bajhang,Seti,"Sainsyum, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/jagannath-higher-secondary-school,Public,,,,,
Satyavadi Higher Secondary School,HSEB,9759001248,,,"Tayaprithvinagar,         ",Bajhang,Seti,"Tayaprithvinagar, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/satyavadi-higher-secondary-school,Public,,,,,
Suni Pipalchaur Higher Secondary School,HSEB,092-690178,,,"Subeda,         ",Bajhang,Seti,"Subeda, Bajhang  Bajhang   Seti",Ten Plus Two Education,http://edusanjal.com/college/suni-pipalchaur-higher-secondary-school,Public,,,,,
Jalpa Devi Higher Secondary School,HSEB,092-421048,,,"Rithapata Dewal,         ",Bajhang,Seti,"Rithapata Dewal, Bajhang  Bajhang   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jalapa-higher-secondary-school,Public,,,,,
Siddheshwari Higher Secondary School,HSEB,9803273317,,,"Dhamali,         ",Achham,Seti,"Dhamali, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/siddheshwari-higher-secondary-school,Public,,,,,
Betalamandu Higher Secondary School,HSEB,,,,"Ghughurkot,         ",Achham,Seti,"Ghughurkot, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/betalamandu-higher-secondary-school,Public,,,,,
Tripura Sundari Higher Secondary School Achham,HSEB,97-29344,,,"Shrikot,         ",Achham,Seti,"Shrikot, Achham  Achham   Seti","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tripura-sundari-higher-secondary-school-achham,Public,,,,,
Vidhya Mandir Higher Secondary School Achham,HSEB,,,,Binayak       ,Achham,Seti,Binayak  Achham   Seti,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/vidhya-mandir-higher-secondary-school-achham,Public,,,,,
Janta Higher Secondary School Achham,HSEB,,,,"Mellekh,         ",Achham,Seti,"Mellekh, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janta-higher-secondary-school-achham,Public,,,,,
Shodasa Devi Higher Secondary School,HSEB,,,,"Mangalsen,         ",Achham,Seti,"Mangalsen, Achham  Achham   Seti","Ten Plus Two Management,Ten Plus Two Education,Ten Plus Two Science",http://edusanjal.com/college/shodasa-devi-higher-secondary-school,Public,,,,,
Jalapa Devi Higher Secondary School Achham,HSEB,9803273317,,,"Dhanku,         ",Achham,Seti,"Dhanku, Achham  Achham   Seti","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/jalapa-devi-higher-secondary-school,Public,,,,,
Surya Chandra Higher Secondary School,HSEB,019-660513,,,"Kalimati,         ",Achham,Seti,"Kalimati, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/surya-chandra-higher-secondary-school,Public,,,,,
Mahendra Higher Secondary School Achham,HSEB,091-629300,,,"Bayalapata,         ",Achham,Seti,"Bayalapata, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/mahendra-higher-secondary-school-achham,Public,,,,,
Kalika Devi Higher Secondary School Achham,HSEB,097-690218,,,"Hichma,         ",Achham,Seti,"Hichma, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/kalika-devi-higher-secondary-school-achham,Public,,,,,
Pashupati Higher Secondary School Achham,HSEB,,,,"Chalsa,         ",Achham,Seti,"Chalsa, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/pashupati-higher-secondary-school-achham,Public,,,,,
Yasoda Higher Secondary School,HSEB,9741048545,,,"Netakot,         ",Achham,Seti,"Netakot, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/yasoda-higher-secondary-school,Public,,,,,
Kalikeshwari Higher Secondary School,HSEB,,,,"Turmakhand,         ",Achham,Seti,"Turmakhand, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/kalikeshwari-higher-secondary-school,Public,,,,,
Baijanath Higher Secondary School Achham,HSEB,097-690360,,,"Payal,         ",Achham,Seti,"Payal, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/baijanath-higher-secondary-school-achham,Public,,,,,
Prabha Dhamkot Higher Secondary School,HSEB,,,,"Prabha,         ",Achham,Seti,"Prabha, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/prabha-dhamkot-higher-secondary-school,Public,,,,,
Himalaya Higher Secondary School Achham,HSEB,019-660511,,,"Khalsen,         ",Achham,Seti,"Khalsen, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/himalaya-higher-secondary-school-achham,Public,,,,,
Rastriya Higher Secondary School Achham,HSEB,097-690194,,,"Babala,         ",Achham,Seti,"Babala, Achham  Achham   Seti","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/rastriya-higher-secondary-school-achham,Public,,,,,
Nanda Higher Secondary School,HSEB,097-690213,,,"Bahungaon,         ",Achham,Seti,"Bahungaon, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/nanda-higher-secondary-school,Public,,,,,
Katyayani Higher Secondary School,HSEB,097-690367,,,"Hattibanjh,         ",Achham,Seti,"Hattibanjh, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/katyayani-higher-secondary-school,Public,,,,,
Mangala Nepal Rastriya Higher Secondary School,HSEB,097-690140,,,Oligaun         ,Achham,Seti,Oligaun Achham  Achham   Seti,Ten Plus Two Management,http://edusanjal.com/college/mangala-nepal-rastriya-higher-secondary-school,Public,,,,,
Ghanteshwar Higher Secondary School,HSEB,,,,Laxmi Nagar       ,Doti,Seti,Laxmi Nagar  Doti   Seti,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/ghanteshwar-higher-secondary-school,Public,,,,,
Sitaram Higher Secondary School Doti,HSEB,97-429165-629300,,,"Jijodamandu,         ",Doti,Seti,"Jijodamandu, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sitaram-higher-secondary-school-doti,Public,,,,,
Nandeshwari Higher Secondary School,HSEB,9848024890,,,"Madigada,         ",Achham,Seti,"Madigada, Achham  Achham   Seti",Ten Plus Two Humanities,http://edusanjal.com/college/nandeshwari-higher-secondary-school,Public,,,,,
Kalika Higher Secondary School Achham,HSEB,9741022265,,,"Baldanda Jupu,         ",Achham,Seti,"Baldanda Jupu, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/kalika-higher-secondary-school-achham,Public,,,,,
Basundhara Higher Secondary School,HSEB,97-48011147,,,"Thalpata,         ",Achham,Seti,"Thalpata, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/basundhara-higher-secondary-school,Public,,,,,
Purnachandra Higher Secondary School,HSEB,097-690389,,,"Bhatakatiya,         ",Achham,Seti,"Bhatakatiya, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/purnachandra-higher-secondary-school,Public,,,,,
Nepal Rastriya Higher Secondary School Achham,HSEB,097-690418,,,"Chaphamandau,         ",Achham,Seti,"Chaphamandau, Achham  Achham   Seti","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/nepal-rastriya-higher-secondary-school-achham,Public,,,,,
Vidhyapravodhini Higher Secondary School,HSEB,97488011329,,,"Ghodasain,         ",Achham,Seti,"Ghodasain, Achham  Achham   Seti",Ten Plus Two Education,http://edusanjal.com/college/vidhyapravodhini-higher-secondary-school,Public,,,,,
Shaileshwari Higher Secondary School Doti,HSEB,,,,"Silgadhi,         ",Doti,Seti,"Silgadhi, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/shaileshwari-higher-secondary-school-doti,Public,,,,,
Rampur Higher Secondary School,HSEB,,,,"Budar,         ",Doti,Seti,"Budar, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/rampur-higher-secondary-school,Public,,,,,
Prabhat Higher Secondary School Doti,HSEB,,,,"Dehimandaun,         ",Doti,Seti,"Dehimandaun, Doti  Doti   Seti","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/prabhat-higher-secondary-school-doti,Public,,,,,
Khatyadi Higher Secondary School,HSEB,094-429155,,,"Khatyadi,         ",Doti,Seti,"Khatyadi, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/khatyadi-higher-secondary-school,Public,,,,,
Jhime Malika Higher Secondary School,HSEB,094-690420,,,"Bayal,         ",Doti,Seti,"Bayal, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jhime-malika-higher-secondary-school,Public,,,,,
Dilpeshwor Higher Secondary School,HSEB,440137,,,"Dipayal,         ",Doti,Seti,"Dipayal, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/dilpeshwor-higher-secondary-school,Public,,,,,
Raghunath Higher Secondary School,HSEB,,,,"Nirauli,         ",Doti,Seti,"Nirauli, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/raghunath-higher-secondary-school,Public,,,,,
Bhawani Higher Secondary School Doti,HSEB,,,,"Lusakot,         ",Doti,Seti,"Lusakot, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/bhawani-higher-secondary-school,Public,,,,,
Radhakrishna Higher Secondary School,HSEB,094-690046,,,"Tiltali,         ",Doti,Seti,"Tiltali, Doti  Doti   Seti","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/radhakrishna-higher-secondary-school,Public,,,,,
Pabitra Awasiya Higher Secondary School,HSEB,,,,"Silgadhi,         ",Doti,Seti,"Silgadhi, Doti  Doti   Seti",Ten Plus Two Management,http://edusanjal.com/college/pabitra-awasiya-higher-secondary-school,Public,,,,,
Barchhen Higher Secondary School,HSEB,,,,"Barchhen 2,         ",Doti,Seti,"Barchhen 2, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/barchhen-higher-secondary-school,Public,,,,,
Harihar Higher Secondary School Doti,HSEB,094-690245,,,"Pachanali Talkot,         ",Doti,Seti,"Pachanali Talkot, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/harihar-higher-secondary-school,Public,,,,,
Radha Krishna Higher Secondary School,HSEB,094-690133,,,"Tijali,         ",Doti,Seti,"Tijali, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/radha-krishna-higher-secondary-school,Public,,,,,
Indra Higher Secondary School,HSEB,9749004202,,,"Dumrakot,         ",Doti,Seti,"Dumrakot, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/indra-higher-secondary-school,Public,,,,,
Navodaya Higher Secondary School,HSEB,094-690589,,,"Gadsera,         ",Doti,Seti,"Gadsera, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/navodaya-higher-secondary-school,Public,,,,,
Padma Public Higher Secondary School,HSEB,,,,"Silgadhi,         ",Doti,Seti,"Silgadhi, Doti  Doti   Seti","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/padma-public-higher-secondary-school,Public,,,,,
Soojung English Boarding Model Higher Secondary School,HSEB,,,,"Silgadhi-7, Rajpur,         ",Doti,Seti,"Silgadhi-7, Rajpur, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/soojung-english-boarding-model-higher-school,Public,,,,,
Siddheshwar Higher Secondary School,HSEB,094-690219,,,"Banedungri Sain,         ",Doti,Seti,"Banedungri Sain, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/siddheshwar-higher-secondary-school,Public,,,,,
Magalek Higher Secondary School,HSEB,094-690083,,,"Tikha,         ",Doti,Seti,"Tikha, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/magalek-higher-secondary-school,Public,,,,,
Birendra Higher Secondary School Doti,HSEB,094-690567,,,"Ghangal,         ",Doti,Seti,"Ghangal, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/birendra-higher-secondary-school,Public,,,,,
Janata Janardan Higher Secondary School,HSEB,094-690560,,,"Bhalma,         ",Doti,Seti,"Bhalma, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/janata-janardan-higher-secondary-school,Public,,,,,
Mastamandau Higher Secondary School,HSEB,,,,"Pokhari,         ",Doti,Seti,"Pokhari, Doti  Doti   Seti","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/mastamandau-higher-secondary-school,Public,,,,,
Saraswoti Higher Secondary School Doti,HSEB,094-690157,,,"Ranagaun,         ",Doti,Seti,"Ranagaun, Doti  Doti   Seti",Ten Plus Two Management,http://edusanjal.com/college/saraswoti-higher-secondary-school-doti,Public,,,,,
Sunadevi Higher Secondary School,HSEB,9749011517,,,"Setigaun,         ",Doti,Seti,"Setigaun, Doti  Doti   Seti",Ten Plus Two Education,http://edusanjal.com/college/sunadevi-higher-secondary-school,Public,,,,,
Shiva Higher Secondary School,HSEB,,,,"Kimtola,         ",Kailali,Seti,"Kimtola, Kailali  Kailali   Seti","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shiva-higher-secondary-school,Public,,,,,
Radiant Higher Secondary School Mahendranagar,HSEB,977-99-525169,radianthsmnr@gmail.com,http://radianths.edu.np/,Science Campus Road Bhimdutt Municipality-18       ,Kanchanpur,Mahakali,Science Campus Road Bhimdutt Municipality-18  Kanchanpur   Mahakali,"Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/radiant-higher-secondary-school-mahendranagar,Public,,,,,
Bal Jagritee Higher Secondary School,HSEB,"099-520416, 525669",,,"Mahendranagar, Aithpur-6       ",Kanchanpur,Mahakali,"Mahendranagar, Aithpur-6  Kanchanpur   Mahakali","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/bal-jagriti-higher-secondary-school,Public,,,,,
Adarsha Vidhya Niketan Higher Secondary School Mahendranagar,HSEB,"099-522155, 523841",adarsh_anideal@rediffmail.com,,Mahendra Nagar       ,Kanchanpur,Mahakali,Mahendra Nagar  Kanchanpur   Mahakali,Ten Plus Two Management,http://edusanjal.com/college/adarsha-vidhya-niketan-higher-secondary-school-mahendranagar,Public,,,,,
Florida International Boarding Higher Secondary School,HSEB,"099-525253, 524951",,,"Bhimdatta Municipality-18 Janaki Tole, Mahendranagar       ",Kanchanpur,Mahakali,"Bhimdatta Municipality-18 Janaki Tole, Mahendranagar  Kanchanpur   Mahakali","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/florida-international-boarding-higher-secondary-school,Public,,,,,
Kanchan Vidhya Mandir Higher Secondary School,HSEB,"977-99-521129, 522135, 521392",,,"Mahendranagar,         ",Kanchanpur,Mahakali,"Mahendranagar, Kanchanpur  Kanchanpur   Mahakali","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/kanchan-vidya-mandir-higher-secondary-school,Public,,,,,
Morning Glory Higher Secondary School,HSEB,099-520666,morningglorymnr@gmail.com,,"Janaki Tole-18, Mahendranagar       ",Kanchanpur,Mahakali,"Janaki Tole-18, Mahendranagar  Kanchanpur   Mahakali","Ten Plus Two Science,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/morning-glory-higher-secondary-school,Public,,,,,
Ashigram Higher Secondary School,HSEB,,,,"Rupal, Dadeldhhura       ",Dadeldhura,Mahakali,"Rupal, Dadeldhhura  Dadeldhura   Mahakali",Ten Plus Two Education,http://edusanjal.com/college/ashigram-higher-secondary-school,Public,,,,,
Bagha Bhairab Higher Secondary School Lalitpur,HSEB,580103,,,"Kaleshwor,         ",Lalitpur,Bagmati,"Kaleshwor, Lalitpur  Lalitpur   Bagmati","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bagha-bhairab-higher-secondary-school,Public,,,,,
Bidhyadhishwari Higher Secondary School,HSEB,9741413471,,,"Ashrang,         ",Lalitpur,Bagmati,"Ashrang, Lalitpur  Lalitpur   Bagmati",Ten Plus Two Education,http://edusanjal.com/college/bidhyadhishwari-higher-secondary-school,Public,,,,,
Bajra Barahi Higher Secondary School Lalitpur,HSEB,5570513,,,"Chapagau,         ",Lalitpur,Bagmati,"Chapagau, Lalitpur  Lalitpur   Bagmati","Ten Plus Two Science,Ten Plus Two Management",http://edusanjal.com/college/bajra-barahi-higher-secondary-school,Public,,,,,
